StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,5,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,7,8_1,8_2,8_3,8_4,9,10_1,10_2,10_3,10_4,11,12,13,14,15,16
2017-07-17 03:56:52,2017-07-17 04:02:44,IP Address,204.214.145.6,100,351,True,2017-07-17 04:02:45,R_T7sdFuMi0CEKROh,,,,,32.778701782227,-96.821701049805,social,EN,Be driven by an autonomous car,8,Level 3 - Partial self-drive,Somewhat likely,Extremely likely,3,5,7,4,6,8,2,1,$5000-7500,3,4,2,1,Traveling in a fully self-driving car will be a positive experience,4,2,1,3,Very concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 07:59:29,2017-07-17 08:19:44,IP Address,193.78.85.153,100,1214,True,2017-07-17 08:19:44,R_2VPdjzhgY3SZlcB,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,8,Level 4 - Full self-drive,Somewhat likely,Somewhat likely,4,3,2,5,6,7,8,1,$2500-5000,3,2,1,4,A fully self-driving car will free up my time and let me multitask,2,1,4,3,Moderately concerned,Probably yes,30-40 years,Yes,5000-10000 kilometers,Male
2017-07-17 08:11:34,2017-07-17 08:19:56,IP Address,46.189.28.234,100,501,True,2017-07-17 08:19:56,R_29c6I8S8Q643xQd,,,,,52.516693115234,13.399993896484,social,EN,Self-drive,5,Level 4 - Full self-drive,Extremely unlikely,Somewhat unlikely,4,7,5,8,2,6,3,1,$2500-5000,2,3,4,1,Fully-self driving cars will not be safe,3,2,4,1,Very concerned,Might or might not,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-17 08:11:45,2017-07-17 08:21:23,IP Address,193.78.85.153,100,577,True,2017-07-17 08:21:23,R_RaVKNwY3DhYFeet,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,6,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,1,8,7,3,4,2,5,6,$2500-5000,1,2,3,4,Traveling in a fully self-driving car will be a positive experience,1,3,2,4,Moderately concerned,Probably yes,50-60 years,Yes,10000-20000 kilometers,Female
2017-07-17 08:19:40,2017-07-17 08:23:47,IP Address,134.61.64.83,100,247,True,2017-07-17 08:23:48,R_1Lb3aWcsmrMeDxu,,,,,50.778701782227,6.1085052490234,social,EN,Be driven by an autonomous car,5,Level 4 - Full self-drive,Somewhat unlikely,Somewhat unlikely,7,3,1,6,2,5,8,4,$2500-5000,3,2,1,4,Fully-self driving cars will not be safe,1,2,3,4,Moderately concerned,Probably yes,30-40 years,Yes,,
2017-07-17 08:15:09,2017-07-17 08:24:50,IP Address,193.78.85.153,100,580,True,2017-07-17 08:24:50,R_9ZTleNFrF0UI4ut,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,1,Level 1 - Basic Automation,Neither likely nor unlikely,Somewhat unlikely,1,5,6,7,2,3,8,4,$0-2500,1,3,4,2,Fully-self driving cars will not be safe,4,1,3,2,Very concerned,Might or might not,50-60 years,Yes,5000-10000 kilometers,Female
2017-07-17 08:27:18,2017-07-17 08:32:34,IP Address,80.24.40.35,100,316,True,2017-07-17 08:32:35,R_PwirQuU3gtWUHst,,,,,42.350204467773,-3.67529296875,social,EN,Be driven by an autonomous car,3,Level 3 - Partial self-drive,Somewhat unlikely,Somewhat unlikely,7,6,5,8,1,2,4,3,$0-2500,2,3,4,1,Traveling in a fully self-driving car will be a positive experience,3,4,2,1,Very concerned,Definitely yes,40-50 years,Yes,10000-20000 kilometers,Female
2017-07-17 08:24:34,2017-07-17 08:33:36,IP Address,193.78.85.153,100,541,True,2017-07-17 08:33:36,R_1mzaaDcqT3QSfoy,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,5,Level 2 - Adaptive Safety Features,Extremely unlikely,Neither likely nor unlikely,7,4,3,8,2,5,6,1,$0-2500,3,2,1,4,A fully self-driving car will free up my time and let me multitask,3,2,4,1,Moderately concerned,Might or might not,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-17 08:21:19,2017-07-17 08:34:02,IP Address,193.78.85.153,100,763,True,2017-07-17 08:34:03,R_4GG2tjphiLLCwwN,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,4,Level 3 - Partial self-drive,Neither likely nor unlikely,Somewhat unlikely,5,6,1,7,4,3,8,2,$2500-5000,1,2,3,4,A fully self-driving car will free up my time and let me multitask,1,3,4,2,Moderately concerned,Definitely yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-17 08:42:03,2017-07-17 08:48:10,IP Address,95.91.248.58,100,367,True,2017-07-17 08:48:11,R_2tyWIFUuyQuApGw,,,,,48.152603149414,11.515396118164,social,EN,Be driven by an autonomous car,4,Level 3 - Partial self-drive,Somewhat unlikely,Neither likely nor unlikely,4,3,5,6,7,1,8,2,$0-2500,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,2,1,4,3,Moderately concerned,Probably yes,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-17 08:46:30,2017-07-17 08:50:17,IP Address,122.255.73.48,100,227,True,2017-07-17 08:50:19,R_3HGCSPqU7FEbJgR,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,5,"Level 2 - Adaptive Safety Features,Level 3 - Partial self-drive",Somewhat likely,Somewhat unlikely,8,2,3,7,1,4,5,6,$0-2500,1,3,2,4,Fully-self driving cars will not be safe,2,1,3,4,Moderately concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-17 09:01:12,2017-07-17 09:05:17,IP Address,193.194.132.76,100,245,True,2017-07-17 09:05:18,R_2VqMDfXA6W0vfOH,,,,,48.858200073242,2.3386993408203,social,EN,Self-drive,2,Level 1 - Basic Automation,Extremely unlikely,Somewhat unlikely,,,,,,,,,,1,3,4,2,Fully-self driving cars will not be safe,1,3,2,4,Very concerned,Probably not,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 09:17:50,2017-07-17 09:23:38,IP Address,80.187.114.10,100,348,True,2017-07-17 09:23:39,R_3kBsHyLwzjCtbcp,,,,,51.299301147461,9.4909973144531,social,EN,Self-drive,6,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat unlikely,1,6,4,5,3,2,7,8,$0-2500,1,2,3,4,Traveling in a fully self-driving car will be a positive experience,3,1,4,2,Moderately concerned,Probably yes,20-30 years,Yes,5000-10000 kilometers,Male
2017-07-17 09:18:34,2017-07-17 09:28:03,IP Address,193.78.85.153,100,569,True,2017-07-17 09:28:04,R_28BfRhAjJ0Ibha4,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,4,Level 2 - Adaptive Safety Features,Somewhat unlikely,Neither likely nor unlikely,1,5,6,3,7,8,4,2,$0-2500,1,3,4,2,Fully-self driving cars will not be safe,4,1,2,3,Slightly concerned,Probably not,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 09:31:47,2017-07-17 09:39:12,IP Address,193.78.85.153,100,445,True,2017-07-17 09:39:13,R_3smQf77YYaHN0jw,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,7,Level 3 - Partial self-drive,Somewhat likely,Extremely likely,1,6,2,7,3,4,8,5,$2500-5000,2,3,1,4,A fully self-driving car will free up my time and let me multitask,1,2,4,3,Moderately concerned,Definitely yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 09:45:40,2017-07-17 09:49:25,IP Address,193.78.85.153,100,225,True,2017-07-17 09:49:26,R_2CpRlmXUTy8anex,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,7,Level 4 - Full self-drive,Neither likely nor unlikely,Somewhat likely,1,6,5,4,2,7,8,3,$0-2500,2,4,1,3,A fully self-driving car will free up my time and let me multitask,,,,,Very concerned,Definitely yes,30-40 years,No,,Female
2017-07-17 09:26:53,2017-07-17 09:52:16,IP Address,193.78.85.153,100,1522,True,2017-07-17 09:52:16,R_26vzdalJZtweamB,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,7,Level 4 - Full self-drive,Neither likely nor unlikely,Somewhat likely,7,6,1,8,4,3,5,2,$5000-7500,1,3,2,4,A fully self-driving car will free up my time and let me multitask,4,1,2,3,Very concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 10:08:50,2017-07-17 10:13:14,IP Address,193.78.85.153,100,264,True,2017-07-17 10:13:15,R_1f0YY716EhrQFOz,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,5,Level 3 - Partial self-drive,Extremely unlikely,Somewhat unlikely,1,6,2,5,3,4,7,8,$0-2500,,,,,Traveling in a fully self-driving car will be a positive experience,2,1,4,3,Slightly concerned,Definitely yes,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-17 10:13:36,2017-07-17 10:18:36,IP Address,193.78.85.153,100,299,True,2017-07-17 10:18:37,R_3pojWaYHomKhFDG,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,7,Level 3 - Partial self-drive,Somewhat likely,Somewhat unlikely,5,7,1,4,2,3,8,6,$2500-5000,2,1,3,4,Fully-self driving cars will not be safe,4,2,1,3,Very concerned,Probably yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 10:39:04,2017-07-17 10:45:34,IP Address,84.177.153.198,100,389,True,2017-07-17 10:45:35,R_1H5BWv98934oizJ,,,,,49.075607299805,12.194198608398,social,EN,Self-drive,8,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,3,4,1,2,5,6,7,8,$2500-5000,2,4,3,1,A fully self-driving car will free up my time and let me multitask,3,2,1,4,Moderately concerned,Probably yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 10:59:25,2017-07-17 11:03:58,IP Address,193.78.85.153,100,273,True,2017-07-17 11:03:59,R_1lB86mVU9tMk1Cf,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,3,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,1,6,4,8,3,2,7,5,$2500-5000,3,2,1,4,A fully self-driving car will free up my time and let me multitask,2,1,4,3,Very concerned,Definitely yes,20-30 years,Yes,>20000 kilometers,Male
2017-07-17 11:32:31,2017-07-17 11:36:29,IP Address,193.78.85.153,100,238,True,2017-07-17 11:36:30,R_2RaCD3T6j5g4tMi,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,8,Level 3 - Partial self-drive,Extremely likely,Somewhat likely,1,6,3,2,4,5,7,8,$0-2500,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,3,2,1,4,Moderately concerned,Definitely yes,30-40 years,No,,Female
2017-07-17 10:49:14,2017-07-17 11:52:29,IP Address,62.96.181.178,100,3795,True,2017-07-17 11:52:30,R_1rqeGG4YdSb3KtL,,,,,51.496398925781,-0.12240600585938,social,EN,Be driven by an autonomous car,6,Level 4 - Full self-drive,Somewhat unlikely,Neither likely nor unlikely,4,5,6,7,3,2,8,1,,1,4,3,2,Traveling in a fully self-driving car will be a positive experience,,,,,Slightly concerned,Definitely yes,30-40 years,Yes,0-5000 kilometers,Male
2017-07-17 11:53:31,2017-07-17 11:57:39,IP Address,158.193.238.119,100,247,True,2017-07-17 11:57:40,R_3FR1mOgkgSqXCm0,,,,,49.216705322266,18.733306884766,anonymous,EN,Self-drive,8,Level 4 - Full self-drive,Extremely likely,Extremely likely,1,4,3,5,6,7,8,2,$2500-5000,,,,,Traveling in a fully self-driving car will be a positive experience,1,3,2,4,Very concerned,Definitely yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-17 12:45:23,2017-07-17 12:53:05,IP Address,89.245.149.2,100,462,True,2017-07-17 12:53:06,R_exmpvf4K1VTjzMJ,,,,,51.666702270508,8.3500061035156,social,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Extremely unlikely,Somewhat unlikely,3,4,2,5,6,7,1,8,$2500-5000,1,4,2,3,I would trust a fully self-driving car to drive for me,3,1,4,2,Moderately concerned,Definitely yes,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-17 12:56:28,2017-07-17 12:58:50,IP Address,165.225.72.129,100,142,True,2017-07-17 12:58:51,R_2wdhqaqjeRxXy26,,,,,50.113693237305,8.7118988037109,social,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Extremely likely,1,7,5,8,2,3,6,4,$2500-5000,2,3,1,4,I would trust a fully self-driving car to drive for me,2,3,4,1,Moderately concerned,Definitely yes,20-30 years,Yes,5000-10000 kilometers,Female
2017-07-17 12:51:10,2017-07-17 13:01:37,IP Address,60.241.240.47,100,626,True,2017-07-17 13:01:40,R_3D6lbgVx8gPTsZW,,,,,-33.791793823242,151.08059692383,social,EN,Self-drive,7,Level 4 - Full self-drive,Extremely likely,Somewhat likely,3,7,1,2,4,5,6,8,$5000-7500,1,3,2,4,A fully self-driving car will free up my time and let me multitask,3,1,2,4,Very concerned,Definitely yes,30-40 years,Yes,0-5000 kilometers,Male
2017-07-17 13:10:21,2017-07-17 13:18:04,IP Address,178.10.133.98,100,463,True,2017-07-17 13:18:05,R_zdnQvq8EHWIodzz,,,,,49.12809753418,8.5836029052734,social,EN,Be driven by an autonomous car,10,Level 3 - Partial self-drive,Extremely likely,Extremely likely,6,7,2,5,4,3,8,1,$7500 & above,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Slightly concerned,Definitely yes,50-60 years,Yes,10000-20000 kilometers,Female
2017-07-17 13:27:42,2017-07-17 13:31:49,IP Address,49.35.23.17,100,247,True,2017-07-17 13:31:50,R_10P1tMVmMkPViR7,,,,,18.533294677734,73.86669921875,social,EN,Be driven by an autonomous car,6,"Level 2 - Adaptive Safety Features,Level 3 - Partial self-drive",Somewhat unlikely,Neither likely nor unlikely,4,8,2,1,3,7,5,6,$2500-5000,1,2,3,4,Traveling in a fully self-driving car will be a positive experience,,,,,Moderately concerned,Probably yes,<20 years,No,,Male
2017-07-17 13:36:00,2017-07-17 13:42:50,IP Address,42.106.96.47,100,409,True,2017-07-17 13:42:50,R_3fq9pISN5VECIAx,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,8,Level 3 - Partial self-drive,Extremely likely,Somewhat likely,2,3,8,1,7,6,5,4,$5000-7500,1,4,3,2,Fully-self driving cars will not be safe,2,3,1,4,Very concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-17 14:51:29,2017-07-17 14:55:46,IP Address,193.78.85.153,100,256,True,2017-07-17 14:55:47,R_3NIKShCOa50KCil,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,8,Level 4 - Full self-drive,Extremely likely,Extremely likely,5,7,1,6,3,4,8,2,$2500-5000,3,4,1,2,A fully self-driving car will free up my time and let me multitask,,,,,Moderately concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 14:58:59,2017-07-17 15:11:17,IP Address,178.203.233.145,100,737,True,2017-07-17 15:11:17,R_3kif6MEwoJcmK3z,,,,,50.116195678711,8.6365051269531,social,EN,Self-drive,6,Level 2 - Adaptive Safety Features,Somewhat likely,Somewhat unlikely,6,4,5,7,2,3,1,8,$2500-5000,4,3,1,2,Traveling in a fully self-driving car will be a positive experience,4,1,3,2,Moderately concerned,Probably yes,20-30 years,Yes,5000-10000 kilometers,Male
2017-07-17 15:31:15,2017-07-17 15:38:43,IP Address,193.78.85.153,100,447,True,2017-07-17 15:38:44,R_3FW0oXnrfjkfuDV,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,8,"Level 2 - Adaptive Safety Features,Level 3 - Partial self-drive,Level 4 - Full self-drive",Somewhat likely,Somewhat likely,2,6,3,8,4,1,7,5,$0-2500,4,2,1,3,A fully self-driving car will free up my time and let me multitask,4,3,1,2,Very concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 16:40:55,2017-07-17 17:07:31,IP Address,193.78.85.153,100,1595,True,2017-07-17 17:07:32,R_C9tzprn7EWpUdoZ,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,10,Level 4 - Full self-drive,Somewhat likely,Extremely likely,4,8,1,5,2,3,6,7,$5000-7500,3,2,1,4,A fully self-driving car will free up my time and let me multitask,,,,,Very concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 17:50:38,2017-07-17 18:02:18,IP Address,117.223.154.233,100,699,True,2017-07-17 18:02:20,R_23f545900SdQc1m,,,,,18.533294677734,73.86669921875,social,EN,Self-drive,6,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,3,5,4,2,6,7,8,1,$5000-7500,1,4,2,3,Fully-self driving cars will not be safe,1,2,3,4,Moderately concerned,Probably yes,<20 years,Yes,5000-10000 kilometers,Female
2017-07-17 18:38:15,2017-07-17 18:41:38,IP Address,87.123.40.100,100,203,True,2017-07-17 18:41:39,R_1g7rGijFV78H1Ew,,,,,51.216003417969,7.1417999267578,social,EN,Be driven by an autonomous car,10,Level 4 - Full self-drive,Extremely likely,Extremely likely,1,6,2,7,3,5,8,4,$7500 & above,3,2,1,4,A fully self-driving car will free up my time and let me multitask,2,3,1,4,Slightly concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 20:18:17,2017-07-17 20:25:07,IP Address,104.132.51.110,100,409,True,2017-07-17 20:25:07,R_3IPQRfWbJOeeOqG,,,,,47.685394287109,-122.28720092773,anonymous,EN,Be driven by an autonomous car,10,Level 4 - Full self-drive,Extremely likely,Extremely likely,7,6,1,5,3,2,8,4,$7500 & above,3,2,1,4,I would trust a fully self-driving car to drive for me,4,1,3,2,Slightly concerned,Definitely yes,30-40 years,Yes,10000-20000 kilometers,Male
2017-07-17 19:45:41,2017-07-17 22:17:32,IP Address,176.198.174.117,100,9110,True,2017-07-17 22:17:33,R_zU4hWoIEtbjOnPr,,,,,50.044097900391,8.2035980224609,social,EN,Be driven by an autonomous car,6,"Level 2 - Adaptive Safety Features,Level 3 - Partial self-drive",Neither likely nor unlikely,Somewhat likely,6,5,1,4,3,2,7,8,$2500-5000,4,1,2,3,A fully self-driving car will free up my time and let me multitask,3,1,2,4,Slightly concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-17 23:47:42,2017-07-17 23:51:05,IP Address,99.37.53.33,100,203,True,2017-07-17 23:51:06,R_3pxagND5NE9mV7r,,,,,35.871307373047,-78.539398193359,social,EN,Self-drive,5,Level 3 - Partial self-drive,Somewhat likely,Somewhat likely,3,4,8,6,7,5,2,1,$2500-5000,1,4,2,3,I would trust a fully self-driving car to drive for me,4,2,1,3,Very concerned,Probably yes,40-50 years,Yes,5000-10000 kilometers,Male
2017-07-18 08:07:51,2017-07-18 08:14:15,IP Address,157.49.2.58,100,383,True,2017-07-18 08:14:15,R_2sTlEuyKxUZKnWd,,,,,12.983306884766,77.583312988281,anonymous,EN,Be driven by an autonomous car,5,Level 4 - Full self-drive,Neither likely nor unlikely,Extremely likely,5,6,1,4,8,7,3,2,$2500-5000,3,2,1,4,A fully self-driving car will free up my time and let me multitask,3,2,1,4,Very concerned,Definitely yes,30-40 years,Yes,0-5000 kilometers,Male
2017-07-18 09:52:23,2017-07-18 09:56:45,IP Address,193.78.85.153,100,262,True,2017-07-18 09:56:46,R_ZrDkosNbm8BrGhj,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Extremely unlikely,Somewhat unlikely,5,6,4,7,3,2,8,1,$2500-5000,,,,,A fully self-driving car will free up my time and let me multitask,1,2,4,3,Moderately concerned,Definitely yes,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-18 09:55:07,2017-07-18 16:36:56,IP Address,193.78.85.153,100,24109,True,2017-07-18 16:36:57,R_b8jp1OpHtPUxWzn,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,4,Level 2 - Adaptive Safety Features,Somewhat likely,Somewhat unlikely,8,6,7,3,4,5,2,1,$5000-7500,2,1,4,3,Fully-self driving cars will not be safe,3,1,4,2,Very concerned,Probably not,30-40 years,Yes,10000-20000 kilometers,Female
2017-07-18 16:49:51,2017-07-18 17:00:18,IP Address,193.78.85.153,100,627,True,2017-07-18 17:00:19,R_1i9hx6EC138G846,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,5,Level 3 - Partial self-drive,Extremely unlikely,Extremely unlikely,3,8,4,7,1,5,6,2,$0-2500,1,4,3,2,Fully-self driving cars will not be safe,2,3,1,4,Slightly concerned,Might or might not,>60 years,Yes,>20000 kilometers,Male
2017-07-18 18:21:49,2017-07-18 18:28:43,IP Address,62.96.181.178,100,413,True,2017-07-18 18:28:44,R_BulzjX8fyxHYNEJ,,,,,51.496398925781,-0.12240600585938,social,EN,Be driven by an autonomous car,5,Level 4 - Full self-drive,Somewhat unlikely,Neither likely nor unlikely,6,5,2,7,4,3,8,1,$2500-5000,3,2,1,4,A fully self-driving car will free up my time and let me multitask,,,,,Moderately concerned,Definitely yes,40-50 years,Yes,5000-10000 kilometers,Male
2017-07-19 00:32:30,2017-07-19 00:40:46,IP Address,71.10.91.232,100,495,True,2017-07-19 00:40:47,R_1CD4WI7pBxfy8RQ,,,,,45.09049987793,-93.717102050781,social,EN,Be driven by an autonomous car,5,Level 3 - Partial self-drive,Neither likely nor unlikely,Somewhat unlikely,1,4,7,5,2,3,6,8,$2500-5000,2,4,1,3,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Very concerned,Probably yes,>60 years,Yes,10000-20000 kilometers,Female
2017-07-19 01:17:52,2017-07-19 01:23:46,IP Address,49.226.53.144,100,353,True,2017-07-19 01:23:47,R_3kBTuNBKMOdaOgB,,,,,-41,174,social,EN,Self-drive,7,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,3,4,5,8,7,6,2,1,$2500-5000,1,4,3,2,Traveling in a fully self-driving car will be a positive experience,1,4,2,3,Very concerned,Definitely yes,30-40 years,Yes,5000-10000 kilometers,Female
2017-07-19 04:48:15,2017-07-19 04:51:53,IP Address,49.35.22.47,100,217,True,2017-07-19 04:51:53,R_1qV95FAGGfrO7i7,,,,,18.533294677734,73.86669921875,social,EN,Be driven by an autonomous car,7,Level 2 - Adaptive Safety Features,Somewhat likely,Extremely likely,2,4,1,3,6,8,5,7,$5000-7500,1,4,2,3,,4,1,3,2,Very concerned,Definitely yes,20-30 years,Yes,5000-10000 kilometers,Male
2017-07-19 09:05:38,2017-07-19 09:12:56,IP Address,193.78.85.153,100,437,True,2017-07-19 09:12:57,R_1f13rbAE9vzDlmK,,,,,52.239395141602,21.036193847656,social,EN,Self-drive,8,Level 3 - Partial self-drive,Somewhat likely,Somewhat unlikely,1,6,5,7,3,2,8,4,$0-2500,1,3,4,2,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Slightly concerned,Probably yes,50-60 years,Yes,>20000 kilometers,Male
2017-07-19 09:46:52,2017-07-19 09:49:58,IP Address,193.78.85.153,100,186,True,2017-07-19 09:49:59,R_3n8mgAM9nPg79Cu,,,,,52.239395141602,21.036193847656,social,EN,Be driven by an autonomous car,9,Level 4 - Full self-drive,Somewhat likely,Extremely likely,2,8,1,5,4,6,7,3,$2500-5000,2,3,1,4,A fully self-driving car will free up my time and let me multitask,,,,,Moderately concerned,Definitely yes,20-30 years,Yes,>20000 kilometers,Male
2017-07-19 12:46:36,2017-07-19 12:58:19,IP Address,80.150.76.110,100,702,True,2017-07-19 12:58:20,R_3IPGLanRT5Yi2tT,,,,,51.299301147461,9.4909973144531,anonymous,EN,Self-drive,6,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,3,2,1,4,7,8,6,5,$2500-5000,2,1,3,4,Traveling in a fully self-driving car will be a positive experience,3,1,2,4,Moderately concerned,Probably yes,40-50 years,Yes,10000-20000 kilometers,Male
2017-07-19 14:09:09,2017-07-19 14:21:13,IP Address,165.225.72.136,100,724,True,2017-07-19 14:21:14,R_32QmVjgaG4Sozup,,,,,50.113693237305,8.7118988037109,social,EN,Self-drive,3,Level 1 - Basic Automation,Extremely unlikely,Extremely unlikely,4,2,6,7,5,3,8,1,,1,2,4,3,Fully-self driving cars will not be safe,3,1,4,2,Moderately concerned,Probably not,20-30 years,No,,Female
2017-07-19 21:31:18,2017-07-19 21:39:23,IP Address,89.164.190.130,100,485,True,2017-07-19 21:39:24,R_2tDQYxp4unmylC1,,,,,45.733306884766,15.966705322266,social,EN,Self-drive,3,"Level 2 - Adaptive Safety Features,Level 3 - Partial self-drive",Somewhat likely,Somewhat unlikely,2,7,5,1,4,3,6,8,$5000-7500,1,4,2,3,Fully-self driving cars will not be safe,2,1,3,4,Very concerned,Probably not,20-30 years,No,,Female
2017-07-19 21:54:26,2017-07-19 21:58:42,IP Address,94.253.153.90,100,255,True,2017-07-19 21:58:42,R_3IWz4fzgZ0x0EbF,,,,,45.733306884766,15.966705322266,social,EN,Self-drive,1,Level 2 - Adaptive Safety Features,Extremely unlikely,Extremely unlikely,2,5,6,3,7,8,1,4,$0-2500,1,2,4,3,Traveling in a fully self-driving car will be a positive experience,2,4,3,1,Moderately concerned,Might or might not,20-30 years,Yes,0-5000 kilometers,Female
2017-07-19 21:57:59,2017-07-19 22:02:38,IP Address,178.2.227.72,100,278,True,2017-07-19 22:02:39,R_3nBKQHGP31874N2,,,,,48.766693115234,9.1833038330078,social,EN,Self-drive,5,Level 2 - Adaptive Safety Features,Somewhat unlikely,Neither likely nor unlikely,2,3,4,1,5,6,7,8,$0-2500,1,2,4,3,Traveling in a fully self-driving car will be a positive experience,1,3,4,2,Very concerned,Might or might not,20-30 years,Yes,10000-20000 kilometers,Male
2017-07-19 21:57:25,2017-07-19 22:03:20,IP Address,188.252.165.196,100,355,True,2017-07-19 22:03:21,R_2dEem59lYduEUjr,,,,,45.733306884766,15.966705322266,social,EN,Self-drive,1,Level 2 - Adaptive Safety Features,Extremely unlikely,Extremely unlikely,8,1,2,7,6,5,4,3,,3,2,4,1,Fully-self driving cars will not be safe,3,2,4,1,Very concerned,Probably not,20-30 years,Yes,10000-20000 kilometers,Female
2017-07-19 22:00:28,2017-07-19 22:15:05,IP Address,31.147.7.33,100,876,True,2017-07-19 22:15:06,R_ZdzfCQ4l0xIRKBH,,,,,45.166702270508,15.5,social,EN,Self-drive,4,Level 3 - Partial self-drive,Somewhat unlikely,Neither likely nor unlikely,2,5,1,3,4,7,6,8,$0-2500,1,4,2,3,A fully self-driving car will free up my time and let me multitask,4,1,2,3,Moderately concerned,Definitely yes,30-40 years,Yes,>20000 kilometers,Male
2017-07-19 22:11:08,2017-07-19 22:17:54,IP Address,89.172.181.133,100,406,True,2017-07-19 22:17:55,R_3JaQgMBe2KFIeUI,,,,,45.166702270508,15.5,social,EN,Self-drive,4,Level 2 - Adaptive Safety Features,Neither likely nor unlikely,Somewhat likely,1,3,4,2,7,8,5,6,$2500-5000,1,2,3,4,A fully self-driving car will free up my time and let me multitask,3,1,4,2,Moderately concerned,Probably yes,20-30 years,Yes,0-5000 kilometers,Female
2017-07-19 22:15:05,2017-07-19 22:18:26,IP Address,185.18.60.63,100,201,True,2017-07-19 22:18:27,R_26bFVd9E9C4jAxd,,,,,45.166702270508,15.5,social,EN,Be driven by an autonomous car,7,Level 3 - Partial self-drive,Neither likely nor unlikely,Somewhat likely,6,2,1,5,4,8,3,7,$2500-5000,1,3,2,4,Traveling in a fully self-driving car will be a positive experience,4,1,2,3,Moderately concerned,Definitely yes,20-30 years,Yes,0-5000 kilometers,Female
